player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage
Alejandro Garnacho,Argentina,Right,01/07/2004,36,13,2.77,750,83,28,64,2195,102,30,13,0,0,3,7.33,186,3,2,39,55,15,81,32,12,6,3,10,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Garner,England,Right,13/03/2001,21,4,1.38,698,82,55,51,1594,80,47,23,4,0,5,0.67,15,11,1,4,28,18,19,37,20,0,1,0,2,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Joe Gauci,Australia,Right,04/07/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Gee,England,Right,30/07/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrique George,England,Right,04/02/2006,8,7,0.27,50,82,0,0,178,5,2,2,0,0,1,0.2,10,0,1,0,3,33,5,60,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman Ghoddos,Iran,Right,06/09/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Gibbs-White,England,Right,27/01/2000,0,0,4.69,1213,81,82,62,2822,154,43,23,5,1,9,6.34,97,41,8,15,45,29,66,47,38,7,0,7,13,1,34,4,4,0,0,0,0,0,0,0,0,0,0,0
Bryan Gil,Spain,Left,11/02/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Gilchrist,England,Right,28/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Gillespie,England,Right,27/03/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Gilmour,Scotland,Right,11/06/2001,2,1,0.04,66,88,7,57,97,7,3,0,0,0,0,0.08,0,0,0,0,0,0,2,50,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ben Godfrey,England,Right,15/01/1998,3,1,0.02,50,82,0,0,159,4,1,2,1,0,1,0.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martial Godo,Cote d’Ivoire,Right,14/03/2003,2,2,0.08,14,71,0,0,21,1,0,1,0,0,0,0.0,7,0,0,0,0,0,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Godsmark-Ford,England,Right,25/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Golding,England,Right,23/05/2006,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toti Gomes,Portugal,Left,16/01/1999,31,1,0.6,1665,87,141,35,2615,149,61,25,17,0,7,0.73,20,53,1,0,13,23,30,67,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauro Bandeira,Portugal,Right,18/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beto,Guinea-Bissau,Right,31/01/1998,30,15,0.47,264,59,8,38,1528,155,14,4,2,0,2,7.86,92,99,0,18,4,25,36,53,33,8,2,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Gomes,Brazil,Right,12/02/2001,36,1,1.9,1574,86,84,52,2987,204,116,25,4,1,9,2.89,46,11,1,7,28,21,58,52,70,3,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gomez,England,Right,23/05/1997,9,3,0.1,416,89,28,46,519,25,13,7,6,0,1,0.33,5,9,0,0,2,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico González,Spain,Right,03/01/2002,11,2,0.49,621,92,17,47,763,38,16,8,0,0,3,0.48,11,16,0,0,0,0,4,25,13,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enso González,Paraguay,Left,20/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Goode,England,Right,03/08/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gordon,England,Right,24/02/2001,34,6,5.11,809,81,38,58,2444,149,32,7,2,0,2,8.03,139,8,5,20,76,28,85,45,20,6,1,8,12,53,0,1,1,0,0,0,0,0,0,0,2,1,0,0
Kaide Gordon,England,Left,05/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Gore,England,Right,26/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimi Gower,England,Right,01/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubert Graczyk,Poland,Right,28/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Grant,England,n/a,02/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Gravenberch,Netherlands,Right,16/05/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie Gray,England,Right,12/03/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Grealish,England,Right,10/09/1995,20,13,1.69,412,91,12,83,715,48,9,2,2,0,3,1.13,75,1,1,7,16,19,22,59,5,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Greaves,England,Left,12/09/2000,0,0,0.21,1095,87,80,30,2205,148,40,21,26,0,5,1.31,24,85,0,5,0,0,5,80,16,1,1,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Greenwood,England,Both,01/10/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Greenwood,England,n/a,20/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seán Grehan,Ireland,Right,08/01/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Griffiths,England,Right,22/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,Germany,Right,15/06/1991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brajan Gruda,Germany,Left,31/05/2004,21,13,1.93,212,78,13,54,681,44,16,2,0,0,0,1.21,51,3,4,0,7,14,25,52,7,1,0,1,3,17,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Albert Grønbæk,Denmark,Both,23/05/2001,4,2,0.01,17,76,0,0,143,7,4,0,1,0,0,0.12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idrissa Gueye,Senegal,Right,26/09/1989,37,2,1.97,1401,87,121,64,3067,221,133,48,9,0,9,1.06,21,25,3,0,7,57,37,49,55,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Guimarães,Brazil,Right,16/11/1997,0,0,5.39,1758,84,162,53,3282,243,83,29,10,0,7,4.31,90,19,6,9,18,33,61,56,65,5,1,2,10,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Guiu,Spain,Left,04/01/2006,3,3,0.02,16,69,0,0,71,1,1,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Gunter,England,n/a,23/03/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malo Gusto,France,Right,19/05/2003,32,13,1.94,1214,89,72,54,1858,78,45,24,8,0,4,1.7,44,9,1,2,53,19,15,27,20,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Guéhi,England,Right,13/07/2000,0,0,2.01,1741,84,247,46,3059,168,61,28,23,1,7,1.98,40,69,2,8,13,23,14,86,24,3,0,1,2,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0
Josko Gvardiol,Croatia,Left,23/01/2002,37,1,2.91,2528,91,127,54,3279,164,58,44,20,0,2,4.59,104,54,0,12,22,14,39,64,16,5,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Gómez,Spain,Left,04/09/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Gómez,Paraguay,Right,27/03/2003,16,12,1.15,289,82,13,38,512,40,21,8,0,0,0,0.87,11,10,0,0,5,20,12,50,8,1,0,1,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Ilkay Gündogan,Germany,Right,24/10/1990,33,8,4.44,1634,92,75,69,2227,83,25,13,0,0,1,3.23,72,14,6,4,17,12,33,52,15,1,2,1,10,46,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Erling Haaland,Norway,Left,21/07/2000,0,0,2.02,375,67,3,67,2741,94,11,5,1,0,2,22.01,204,57,3,49,3,33,33,39,24,22,4,4,5,0,31,1,1,0,0,0,0,0,0,0,4,3,0,0
Lewis Hall,England,Left,08/09/2004,27,3,3.73,1313,85,113,50,2192,120,58,18,18,0,3,0.41,51,30,4,0,43,21,18,61,9,0,0,1,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrese Hall,England,n/a,04/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah Hamilton,England,Right,13/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi Hardy,England,Right,10/03/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Harness,Ireland,Right,24/02/1996,2,2,0.05,16,63,0,0,43,1,1,0,1,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Harris,Wales,Right,04/03/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Harris,England,Left,16/12/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie Harris,England,Left,27/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Harrison,England,Left,20/11/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Harrison,England,n/a,28/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elyh Harrison,England,Right,19/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ollie Harrison,England,n/a,07/08/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Harrison,England,n/a,20/10/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis,England,Right,30/01/2002,34,2,0.67,2124,88,197,51,2828,108,28,30,43,0,9,1.79,43,63,0,12,10,10,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kortney Hause,England,Left,16/07/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai Havertz,Germany,Left,11/06/1999,23,2,1.67,501,80,5,20,1874,111,16,6,4,0,5,9.56,113,65,3,20,11,18,33,27,38,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Hayden,Jamaica,Right,22/03/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chanse Headman,England,n/a,03/06/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Heath,England,Right,28/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Heaton,England,Right,15/04/1986,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayden Heaven,England,Left,22/09/2006,4,2,0.0,105,86,7,43,171,12,4,4,2,0,1,0.0,3,2,0,0,0,0,4,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathal Heffernan,Ireland,Right,27/04/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krisztián Hegyi,Hungary,Right,24/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Hein,Estonia,Right,13/04/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Henderson,England,Right,12/03/1997,0,0,0.0,1100,57,637,27,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,51,11,104,2,0,0,1,50
Jeff Hendrick,Ireland,Right,31/01/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Hennessey,Wales,Right,24/01/1987,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Henry,England,Left,08/07/1997,5,5,0.01,37,68,0,0,94,6,2,1,1,0,0,0.0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Henry-Francis,Ireland,n/a,23/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mads Hermansen,Denmark,Right,11/07/2000,0,0,0.0,936,56,537,27,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,58,1,103,4,0,0,1,25
Travis Hernes,Norway,Right,04/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodri,Spain,Right,22/06/1996,3,2,0.09,68,94,0,0,73,5,2,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finlay Herrick,England,n/a,18/01/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaden Heskey,England,n/a,17/12/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reigan Heskey,England,n/a,19/01/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Hickey,Scotland,Both,10/06/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Hill,Wales,Right,13/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Hill,England,Right,10/01/2002,10,4,0.26,205,72,36,19,448,35,15,9,0,0,1,0.29,8,15,1,0,0,0,2,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Hinchy,England,n/a,30/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Hinshelwood,England,Right,11/04/2005,26,4,1.5,943,85,72,47,1846,58,27,16,3,0,5,2.67,36,20,2,7,15,20,10,20,18,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Hirst,Scotland,Right,15/02/1999,26,21,0.27,118,58,0,0,649,49,3,2,1,0,3,2.13,29,32,1,0,3,33,5,40,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Václav Hladky,Czech Republic,Right,14/11/1990,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Hodge,Ireland,Right,14/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Pereira,Brazil,Right,01/01/1996,33,8,4.61,786,78,81,44,2022,75,24,8,2,0,8,3.81,51,14,4,7,48,10,22,64,28,2,0,1,13,109,0,6,6,0,0,1,0,0,0,0,0,0,0,0
Ki-Jana Hoever,Netherlands,Right,18/01/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Holding,England,Right,20/09/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Holgate,Jamaica,Right,22/10/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Holland,England,n/a,02/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fletcher Holman,England,n/a,12/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Howell,England,Left,20/04/2008,1,1,0.05,9,89,0,0,6,1,1,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Hubner,Indonesia,Left,14/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Hudson,Wales,n/a,20/09/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,England,Right,07/11/2000,31,6,2.61,755,89,45,58,2201,87,22,13,0,0,2,2.47,80,3,2,15,73,21,55,67,12,5,2,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Hughes,England,Left,17/04/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Hugill,England,Right,19/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Huijsen,Spain,Both,14/04/2005,32,6,1.57,1601,84,260,49,2422,116,36,51,29,0,10,1.87,30,68,2,4,12,17,5,40,31,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashir Humphreys,England,Left,15/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Humphreys,England,n/a,30/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mackenzie Hunt,United Arab Emirates,Left,14/11/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Huntley,England,n/a,02/03/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Hutchinson,England,Left,30/10/2003,31,1,2.46,788,84,36,47,2590,135,32,11,2,0,5,2.85,98,7,2,16,76,21,119,43,30,3,1,6,17,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0
Hwang Hee-Chan,South Korea,Right,26/01/1996,21,16,0.33,189,84,0,0,650,20,6,2,0,0,0,0.8,25,3,0,0,8,25,14,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hwang Ui-Jo,South Korea,Right,28/08/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emile Højbjerg,Denmark,Right,05/08/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rasmus Højlund,Denmark,Left,04/02/2003,32,9,1.06,325,76,0,0,2013,71,3,2,0,0,2,5.24,82,31,0,15,8,38,30,30,17,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelechi Iheanacho,Nigeria,Left,03/10/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Iling-Junior,England,Left,04/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Imray,England,Right,27/07/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,England,Right,23/07/1992,15,14,0.08,88,72,3,33,270,18,4,1,0,0,0,2.27,30,8,2,8,0,0,6,67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Iroegbunam,England,Right,30/06/2003,18,13,0.13,155,74,12,67,564,60,29,16,4,0,4,0.24,12,11,1,0,0,0,16,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
